,Unnamed: 0,textID,text,selected_text,sentiment,kfold
835,835,96ff964db0,"4 hours of sleep, a migraine, again? What is wrong with me?    hate my life",hat,negative,0
836,836,aee35b84d6,Listening to have heart. Aka i took over carlys last.fm      its 4am need to be up in 4 hours.  Looooong day tomorrow,urs.  Looooong day tomo,negative,0
837,837,ca776b4b27,_pollard I have no denial for this because it is the **** truth,**** truth,positive,0
838,838,55c858a306,_mraz http://twitpic.com/4iq19 - popcorn crazy dude and still adorable,still adorable,positive,0
839,839,38c25280f1,"  We are of like minds this evening , my dear!","We are of like minds this evening , my dear!",neutral,0
840,840,0152ce3177,Is sooooo tired... wants to crawl back into bed,sooooo tired..,negative,0
841,841,09d0f8f088, two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.,wo,positive,0
842,842,89dafd0c47,http://pinkpawsforlife.org/ - pets get cancer too.,http://pinkpawsforlife.org/ - pets get cancer too.,neutral,0
843,843,d359822de4, - Woo! Great subject for this month. Now I can use my sparklers,Great,positive,0
844,844,702a8535a5," Makes sense, I'd totally show off a girlfriend by asking her to wear her high school prom dress","Makes sense,",positive,0
845,845,a4fcc0ca20, Kills me to see you online and not be able to say hello,Kills me to see you online and not be able to say hello,neutral,0
846,846,954c2fd36e,TPS reports.,TPS reports.,neutral,0
847,847,8b6c19b6ad,i feel like watching a disney movie...too bad we dont have a vcr anymore,i feel like watching a disney movie...too bad we dont have a vcr anymore,negative,0
848,848,7ccd98fb85, of course i would,i would,positive,0
849,849,0f85b260b4,Good night peeps! Give to your mom's the greatest love you have   ****,greatest love,positive,0
850,850,ecf5fb5b51,  How come everyone seems to make so much more money than me.,How come everyone seems to make so much more money than me.,negative,0
851,851,c4fc7d7e3d," yeah she's part lab, part spaniel.. all energy hehe but i love her to death",e but i love her to death,positive,0
852,852,641a337e0f,Can't wait 4 a real bed!  haha,Can't wait 4 a real bed!,positive,0
853,853,a0fc51cb4d,"weekend with my cuzzo Vivi, I can't stand to have her leave me in 3 weeks",I can't stand to have her,negative,0
854,854,45b9211b42, Thanks 'Mckenzie',Thanks,positive,0
855,855,9f2e24129d,Steam Punlk fashion show at Anime North and for the first year since TorCon we aren't back til  &amp; missed it,missed it,negative,0
856,856,59c7512dd6," nothing much man, waiting for my Insurance card to come through... Cant get any workdone here w/o it... Redtape","nothing much man, waiting for my Insurance card to come through... Cant get any workdone here w/o it... Redtape",neutral,0
857,857,b27918c936, I no  he's the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB,I no  he's the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB,neutral,0
858,858,cbab90c494,--please do SNL every week!! i couldn't quit laughing!! u+snl=best nite ever,i couldn't quit laughing!! u+snl=best nite ever,positive,0
859,859,38e580b9fa,Hey had some fun with friends !!!!!Now cleaning,fun,positive,0
860,860,1546642a62,My car is broken.,My car is broken.,negative,0
861,861,0b5c2a7d7c,"downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol","downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",neutral,0
862,862,6d24c2c3c6, awww. If I coukd send it from my phone I would. What kind of flair would you like?,awww.,negative,0
863,863,8459d648d9,"  i got one too, but it was on a usb key without the fancy packaging","i got one too, but it was on a usb key without the fancy packaging",neutral,0
864,864,7a84d2a487,"Man, my sinuses r really buggin me this morning",buggin,negative,0
865,865,f58dcf3544, wait till england WC t20,wait till england WC t20,neutral,0
866,866,c4790ca0ae, lol I really wanna go there!! Imma check the vid out rite now,lol I really wanna go there!! Imma check the vid out rite now,neutral,0
867,867,6f955b0236," - Yeah I know they are **** annoying with that... But it,s such good promo... I lost some contacts for business in there","- Yeah I know they are **** annoying with that... But it,s such good promo... I lost some contacts for business in there",positive,0
868,868,5f166baecc,New Twitter coolness: conversations with neighbors (http://is.gd/ybd0) during a thunderstorm.,New Twitter coolness: conversations with neighbors (http://is.gd/ybd0) during a thunderstorm.,neutral,0
869,869,c54fd3a21d,****! tying run is on 2nd!  let's hold em' Raiders!,****!,negative,0
870,870,fe9ecf257d," a midwest girl, lol....so close and yet so far",lol....,positive,0
871,871,ac19e04a4b,just got my BMTH concert tickets  ? youknowimsofreshtilldeath?,just got my BMTH concert tickets  ? youknowimsofreshtilldeath?,neutral,0
872,872,d2afae023b,Anyone to recommend me JP artists with music similar to Soichi Negishi's Amai Koibito?,Anyone to recommend me JP artists with music similar to Soichi Negishi's Amai Koibito?,neutral,0
873,873,d5a7e2d15e,  i think my niece got me sickee  lame.,e sickee,negative,0
874,874,e4d45896f3,Brothers Bloom won't be opening this weekend in El Paso.  I'll just buy Brick and enjoy that until I can watch Brothers Bloom.,enjoy,positive,0
875,875,408c475b5a,"Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day","Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day",neutral,0
876,876,a15be8b169, lmfaaoooo i just watched the Pink video....you know me to well i love it...soooo me lol,.you know me to well i love it...soooo me lol,positive,0
877,877,4c41a35a2a,Happy Mothers day to all you Mums out there,Happy Mothers day to all you Mums out there,positive,0
878,878,2d420214f4, I know! But I still want to see it,I know! But I still want to see it,neutral,0
879,879,5caef4175a,Why can't i find any jewellry for my dressssss?,Why can't i find,negative,0
880,880,a04f085297, hahahaha definitely!  still writing?,hahahaha definitely!  still writing?,neutral,0
881,881,e145f04c31, D= indeed,D= indeed,neutral,0
882,882,d3031fc98d,  I love you and Day 26 but that video was questionable... can't say that I liked it,I love you,positive,0
883,883,6c91a97b8a, wow that was easy! Thank you,wow,positive,0
884,884,f4fef232da,Is looking forward to a yummy dinner with mizz Kate jones this evening!,looking forward to a yummy dinner,positive,0
885,885,243fbb5ffd," Love that she couldn't just stop with one picture! First one is priceless, but the speedo is great, too.  Kudos to mom.","First one is priceless, but the speedo is great, too.  Kudos to mom",positive,0
886,886,8ae2542f15,time to be nerd,nerd,negative,0
887,887,e85202c654, Oh  I'm sorry  I can't even imagine...although I know it will be reality for me soon,m sorry,negative,0
888,888,1d07bd0bc2,Found out that a schoolmate died of an heart attack this morning. He was barely 35  will miss u bally!,miss,negative,0
889,889,9768b05a4b," i had to get the same sized jeans, i couldnt get my hips into the 14's",couldnt get my hips into the 14's,negative,0
890,890,bf85302c35, movie out today but i cant go see it,movie out today but i cant go see it,negative,0
891,891,414bc62f47, aww  I have to go to class on that day... So imma do some weird half day thing just cause I wanna see what it's about,e weird,negative,0
892,892,ad6845975f,Listening to Someday We'll Know... It's raining!!!!,Listening to Someday We'll Know... It's raining!!!!,neutral,0
893,893,87b8bcb650,"i got a haircut, i felt like that guy on the &quot;Last Samuri&quot; who was forced to have his ponytail cut off.",forced to,negative,0
894,894,63aedbe9fe,Goooooodmorning,Goooooodmorning,positive,0
895,895,08839d37c0,it's good to see all my family  was a good day today,it's good to see,positive,0
896,896,7ded28159b,wished didnt spend money last night,didnt spend,negative,0
897,897,ba1edf971c,Nugget bit Jack. I told him not to poke the poor hamster!,Nugget bit Jack. I told him not to poke the poor hamster!,negative,0
898,898,1f4bbeea96,had my lip pierced for about 30 minutes.  and then it died.,had my lip pierced for about 30 minutes.  and then it died.,neutral,0
899,899,1eee3222a9, My Mom is a nurse practitioner&amp;spent entire life devoted to the field.  The good ones deserve to be recognized! I'll follow her,The good ones deserve to be recognized,positive,0
900,900,11bd62fdf4,Having horrible nightmares not gonna go back to sleep,Having horrible nightmares not gonna go back to sleep,negative,0
901,901,0dcc9b191c,i just fell going into my house.. not fun,not fun,negative,0
902,902,8de713d4dc," Tom, I saw again a guy who looks like you in my campus today. He's SOOO adorable... :&quot;) But you're still cuter than him. Haha..",He's SOOO adorable.,positive,0
903,903,942f5f4cc6, we'll see Craig might just hog u guys! haha I work till 10 tonight anyways,we'll see Craig might just hog u guys! haha I work till 10 tonight anyways,neutral,0
904,904,6ba366b057,What I'm gonna do  life is not good:'( no more Exit in this hallway I'm stuck in my world...,do  life is not good:'( no more Exit in this hallway I'm stuck in my world...,negative,0
905,905,85c58f9bbd,"walking the dog on horseforth park, no hangover on a Sunday morning, yay!!",yay!!,positive,0
906,906,e3dc2d8485,_apple miss you too kid i sent msg to you on yt,miss,negative,0
907,907,0878fd9312, im sorry. I fail.,im sorry.,negative,0
908,908,7e75681229, Sorry to hear that.  Keep the faith though.  I might not be as bad as you think.,Sorry to hear that.  Keep the faith though.  I might not be as bad as you think,neutral,0
909,909,67b3d27ebf, he'll be 3 in july! I'm just soo stoked!!!!  Especially since he sleeps with us LOL  He refuses to wear diapers anymore,o stoked!,positive,0
910,910,29dfaf5e3b,"Shopping. Cleaning. BMFing. Webcam chatting with nephews. Nothing spesh, but a good bank holiday Monday nonetheless",good,positive,0
911,911,db83ff224e, You're still welcome - the door's wide enough for your zimmer frame,You're still welcome - the door's wide enough for your zimmer frame,neutral,0
912,912,83182d465b, my heart hurts too.,my heart hurts too.,negative,0
913,913,9d806440d6," I do text to twitter sometimes, but I don't receive any on my phone so....","I do text to twitter sometimes, but I don't receive any on my phone so....",neutral,0
914,914,e1c85f0857, just got them- about to read &amp; reply,just got them- about to read &amp; reply,neutral,0
915,915,65ffd159b2, Thanks for the support,Thanks for the support,positive,0
916,916,f7bacb0ac0, someone really needs to make a kit like that avaialble for home use,someone really needs to make a kit like that avaialble for home use,neutral,0
917,917,1e89a9ac1a, Really! No even a little bit of #pane,Really! No even a little bit of #pane,neutral,0
918,918,678d99802d,chillen at gmas! Soooo humid outside!,Soooo humid outside!,negative,0
919,919,99ee3bbfed,Yeahhhhhhhhhhhhh friday..and I work tomorrow,Yeahhhhhhhhhhhhh friday..and I work tomorrow,neutral,0
920,920,f1581242dc,Lots of confusions I've at my work place..,confusions,negative,0
921,921,56b6fd6b1a,is going to go get some food.,is going to go get some food.,neutral,0
922,922,91e9d843a4, ahh that would rock,ahh that would rock,neutral,0
923,923,cfbec13b5d,"_dam haha, that would be cool. brianna and i should fly over there  haha","haha, that would be cool.",positive,0
924,924,77325a1b7e, Happened to me the other day.  Was wearing a necklace that made a white spot on my chest.,Happened to me the other day.  Was wearing a necklace that made a white spot on my chest.,neutral,0
925,925,781b6d8351,anyone got JBs live chat vid? i was @ school  I saw joe hug and tackle nick lol,anyone got JBs live chat vid? i was @ school  I saw joe hug and tackle nick lol,neutral,0
926,926,9f3bda8686,studying with  and colette!,studying with  and colette!,neutral,0
927,927,e5b77c7f4f,http://twitpic.com/4wsst - one of my models from a photo shoot.  stacey,http://twitpic.com/4wsst - one of my models from a photo shoot.  stacey,neutral,0
928,928,cf44fa82c2," 105% of people between 18-24 yrs in DK is on facebook, more profiles than citizens in that range  Where are you in DK? And Why?","105% of people between 18-24 yrs in DK is on facebook, more profiles than citizens in that range  Where are you in DK? And Why?",neutral,0
929,929,26ee7663ef,Longest trackk meet everrr,Longest trackk meet everrr,neutral,0
930,930,fa39631289,If my phone dies I will die too!,If my phone dies I will die too!,negative,0
931,931,7ee4d02b4b, I really haven't got the hang of these hash tags have I?,I really haven't got the hang of these hash tags have I?,neutral,0
932,932,3b7c6be2f1,"thinking about having lunch soon, but we have no food in","thinking about having lunch soon, but we have no food in",neutral,0
933,933,7e30774250,Glad it's Friday... but bummed that I am officially working Saturdays.,Glad it's Friday... but bummed that I am officially working Saturdays.,neutral,0
934,934,61a156b603, I can't die  I have a lunch date with rocio coming up plus some new shoes UGH!,s UGH,negative,0
935,935,d6528f1f21," Birthday **** is a great song, man.  Something different about it!  That's what ppl want!","a great song,",positive,0
936,936,0966857019,"now i am doing the MicroEconomics project  ihate this subject &amp; beside that i have the english ILETS exam tomorrow, waaa ,HELP !!",ihate,negative,0
937,937,eeab1e39da," hey, you know the trailers before hannah montana? is there a jonas brothers 3D concert experience trailer?  x","hey, you know the trailers before hannah montana? is there a jonas brothers 3D concert experience trailer?  x",neutral,0
938,938,87e72c177a,i feel like **** right now and i have one more month of school left  FML HARD,i feel like **** right now and i have one more month of school left  FML HARD,negative,0
939,939,2144088a6d,today was busy.. geez. getting ready then graduation,today was busy.. geez. getting ready then graduation,neutral,0
940,940,f294664ee8, so sad...sorry to hear that.  She was a sweet dog.,so sad.,negative,0
941,941,4387bbe5d2,_0 have you considered cordoning off a corner of the park with beware &quot;Swine flu&quot; signs might clear it out for you,have you considered cordoning off a corner of the park with beware &quot;Swine flu&quot; signs might clear it out for you,neutral,0
942,942,60da5f7f30," ROFLMFAO!!!! You love us better, don't you!",love,positive,0
943,943,24f121e566, happy mothers day to you as well!,happy mothers day,positive,0
944,944,14300fc275, I MISS U CEDDY,MISS,negative,0
945,945,469217d431,Hmmm thinking about taking back that I feel better this morning - I think I spoke to early,I feel better this morning,positive,0
946,946,3b1382c4d8, hahaha i have a bob marley one,hahaha i have a bob marley one,neutral,0
947,947,504790b26a,_Bosworth hey Lo!!!!,hey Lo!!!!,neutral,0
948,948,1ba977cbda,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year,neutral,0
949,949,3a2c407f74,how come when i straighten my hair it has to sprinkle,how come when i straighten my hair it has to sprinkle,neutral,0
950,950,b5b51f8ca5,I think my wireless router is dieing,dieing,negative,0
951,951,64f6e72f39,"300 updates  actually 13,527  lol","300 updates  actually 13,527  lol",neutral,0
952,952,a3e31054d0,"****, nearly forgot my PIN  I shouldn't try to learn anything new in the future lest it push out more vital information.","****, ne",negative,0
953,953,f0d9403402,#liesboystell buzy this week,buzy this week,neutral,0
954,954,f1d2bd263e,"happy mothers day, too all mums out there  remember treat your mum well, she brought you into this life =]","happy mothers day,",positive,0
955,955,477f82395a," No, a-ha is unfortunatelly from Norway. We have a big family happening and therefore we need some old hits",unfortunatelly,negative,0
956,956,f50863de3e,Download movie  &quot;Jackass 3&quot; http://tinyurl.com/caotku cool #movie,cool #movie,positive,0
957,957,43112b250b, lol i'll have to look on youtube later  thanks,thanks,positive,0
958,958,321abddef7,"Warning tweeting while ridding a Bike is dangero, waaaaaaa!!! *crash*","Warning tweeting while ridding a Bike is dangero, waaaaaaa!!! *crash*",negative,0
959,959,7cf270ff72, yes........there are many cool things americans cannot watch,...there are many cool,positive,0
960,960,ef11265d3e, You are very lucky!!! My legs did not like how long it takes to dry my hair this morning.,You are very lucky!!! My legs did not like how long it takes to dry my hair this morning.,neutral,0
961,961,6db9f12cdd, people ask a lot.. and plus i thought id contribute to a SYKES to the trending topics,people ask a lot.. and plus i thought id contribute to a SYKES to the trending topics,neutral,0
962,962,3ade80fe74,"may gray, coldplay, and nice showers...work at 2",nice showers...,positive,0
963,963,0315f3ec62,Summer is really ending. It's raining.,Summer is really ending. It's raining.,neutral,0
964,964,1d450fad81,"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases",interesting,positive,0
965,965,ec071d22e7,good morning to everyone,good morning to everyone,positive,0
966,966,51f4f0fa48,"Pretty amazing weekend so far  but its bedtime ,, I'm exhausted ! Mothers day tomorrow  nighty night","Pretty amazing weekend so far  but its bedtime ,, I'm exhausted ! Mothers day tomorrow  nighty night",neutral,0
967,967,160c6a2aac,Nice lunch... Even better when mom pays...,Nice,positive,0
968,968,266f192a24,_bach daps were the best lol,the best lol,positive,0
969,969,099c9c0af5, don't leave us,don't leave us,neutral,0
970,970,c07b4baa13,"_127 good morning  one m,ore day YAY! #TwitterTakeover","good morning  one m,ore day YAY!",positive,0
971,971,0783390c8c," At least you have a large vocabulary -- the benefit of being a writer   Hope you're well, sister.","Hope you're well, sister",positive,0
972,972,e73fe646b1,Definitely need to work out after this business trip- too much free food and alcohol. I'm sure I've gained a few pounds.,gained,positive,0
973,973,e839d6a472,19 days and counting,19 days and counting,neutral,0
974,974,a0d28d3b79,"After being down for several hours, finally my site is back online. Silly DNS setting mistake",mistake,negative,0
975,975,f945e61525," haha...Live long &amp; prosper. The movie was better than I thought, they did an awesome job, I'm pleased",better,positive,0
976,976,6201fb97e3,Bank Holiday Brunch.  With all the fixin's.  Absolutely fantastic,Absolutely fantastic,positive,0
977,977,f0430ad644,My dad is taking me to school &amp; picking me up tomoz. Plus I have drama almost all day. Score bludge day,My dad is taking me to school &amp; picking me up tomoz. Plus I have drama almost all day. Score bludge day,negative,0
978,978,456269ec59,class color day tomorrow! last time!  I have a lot to remember for tomorrow but I bet I'll forget -_-,class color day tomorrow! last time!  I have a lot to remember for tomorrow but I bet I'll forget -_-,neutral,0
979,979,1b9f7a65c8," woo! I was at whole earth tonight, maybe tomorrow some, let me know if you come back. Yay for wikipedia","woo! I was at whole earth tonight, maybe tomorrow some, let me know if you come back. Yay for wikipedia",neutral,0
980,980,caa8d94c9a,"i feel really sick, and my teeth still hurt.  fml.","i feel really sick, and my teeth still hurt.  fml.",negative,0
981,981,4efae3a380, i know its awful  but never fear i've got loads of funds so we can have a drunken catch up post-exams ja?,i know its awful  but never fear i've got loads of funds so we can have a drunken catch up post-exams ja?,neutral,0
982,982,369b8a1398,"I hate dreaming that your at some awesome party and you wake up at home, there was jager at the party too",I hate dreaming,negative,0
983,983,f5af158d52," eesh, sorry to hear that. That isn't going to make travel to Michigan very fun.",", sorry",negative,0
984,984,3fe5d830f7,doesnt have a hangover  and is getting ready for a good ol' english fry up,doesnt have a hangover  and is getting ready for a good ol' english fry up,neutral,0
985,985,e522456bac,"worst, most depressing day, ever.  r.i.p","worst, most depressing day, ever.  r.i.p",neutral,0
986,986,1f7ec5a572,John john and I just switched the meaning of PIMP to someone who still pwns at halo when they're wasted  hahahaha Another amazing night,Another amazing night,positive,0
987,987,9ee7788a10, i had to make sure I was looking at the right game summary...,i had to make sure I was looking at the right game summary...,neutral,0
988,988,d435cd11df,"Is feeling sick, probably a summer flu","sick,",negative,0
989,989,ac29573b8b,He he ...Happy #star wars day! May the 4th be with you  Brilliant!!,Happy #star wars day!,positive,0
990,990,79f8ec3e9d,"off to bed, I will have pics of the newly finished hat in the afternoon! yea its all done  Night yall!","off to bed, I will have pics of the newly finished hat in the afternoon! yea its all done  Night yall!",neutral,0
991,991,9775e37fa8,"Love sundays. Especially when F1 is on!! Still in PJ's, no plans to get out of them any time soon",Love,positive,0
992,992,768985a78d,: Awwwwwwwwwwe  That okay. I missed bullet's concert in toronto last summer 'cause i had just gotten into them D:,Awwwwwwwwwwe  That okay. I missed bullet's concert,neutral,0
993,993,211346934b," What up Lisa, sorta quiet... I'm USA, so gonna crash soon.","What up Lisa, sorta quiet... I'm USA, so gonna crash soon.",neutral,0
994,994,d5ac334daa, Awww mate. that's such a shitter,Awww mate. that's such a shitter,negative,0
995,995,35757a7bb2, How could you go to Cali without me??? I'm sad.,I'm sad.,negative,0
996,996,e2074ef7e6, So sad. Your mom must be very shaken up. Peace and strength to her and the dear family that lost their little girl,So sad.,negative,0
997,997,8f80919e3c, -- That's got to be hard. My parents have been apart most of their marriage  For 6 months this year t &amp;I will be 10K mi apart,hard.,negative,0
998,998,bbdf0459fb," It wasn't the best flick, to be sure.  I'm just ready for &quot;Star Trek&quot; now","It wasn't the best flick,",negative,0
999,999,2dff366260,Going to shawnee........I hate the long drive there...i just want to get all this paper work over with,I hate the long drive there...,negative,0
1000,1000,94a3f5315a," Hello, I see your online, can u talk to me pleeez!  From a fellow BAMF. lol","Hello, I see your online, can u talk to me pleeez!  From a fellow BAMF. lol",neutral,0
1001,1001,151a64828c, what are u talking about??? since when dnt u trust me? this hurts... Im a good secret keeper,what are u talking about??? since when dnt u trust me? this hurts... Im a good secret keeper,neutral,0
1002,1002,f178273088,Is trying to buy a new bible...but they just aren't the same...why did my dogs have to chew it up?,Is trying to buy a new bible...but they just aren't the same...why did my dogs have to chew it up?,neutral,0
1003,1003,e75353b6d2,"in the words of liana corber: Moreover, WIAIH was a humbling experience... i surprisingly had a decent night",decent,positive,0
1004,1004,60863476b7, you looked great for being sick yesterday! i'm sorry I didn't really make an effort to say hi...  I was preoccupied for a while,you looked great for being sick yesterday! i'm sorry I didn't really make an effort to say hi..,neutral,0
1005,1005,187bbd3b14,is going to watch the two davids. yey,yey,positive,0
1006,1006,8e3f05b012,"just made it home, time for a shower and some breakie, off out to Blackpool later for some lunch","just made it home, time for a shower and some breakie, off out to Blackpool later for some lunch",neutral,0
1007,1007,a56496719d, --- has demi ever replied to you? Coz I haven't got any...,--- has demi ever replied to you? Coz I haven't got any...,neutral,0
1008,1008,7956d83106," Sadly, all I have is the Stanley Steemer 800 number.","Sadly, all I have is the Stanley Steemer 800 number.",negative,0
1009,1009,415a0ef0d5,"someone please tighten some bolts in my brain  :s  there are too many parts loose, some might even be missing",someone please tighten some bolts in my brain,negative,0
1010,1010,e149ebd3a1,#vwll2009 Would one of the VWLLers want to add this event to our Ning?   http://bit.ly/BF5sh  Would much appreciate that,ch appreciat,positive,0
1011,1011,aba2930fee," Oh, sweetie, I'm so sorry.  That's the last thing you needed right now. *hugs*",w. *hugs*,positive,0
1012,1012,c470d6e777,Nothing to do tonight.,Nothing to do tonight.,neutral,0
1013,1013,1442cbc18f, no money no honey! hehe too soon  sorry,no money no honey! hehe too soon  sorry,neutral,0
1014,1014,f998b63839,Just got back from school! Ugh I don't want to go to the dance tonight,Ugh,negative,0
1015,1015,d12148ecc8,   I need a wardrobe intervention,I need a wardrobe interventio,neutral,0
1016,1016,83a98304f9, I'm in traffic on the 405 and I still don't see the sun,I'm in traffic on the 405 and I still don't see the sun,neutral,0
1017,1017,7ba6fb6ba2,Finally out of school for today! HAD TO SIT IN LIBRARY FOR A LONG TIME,HAD TO SIT IN LIBRARY FOR A LONG TIME,negative,0
1018,1018,3b0e6c2c55,IN PAIN. my big toe got stomped on during the hokey cokeu. it's throbbing. anyone have any suggestions to heal it?,PAIN.,negative,0
1019,1019,e3c1c6914d,who goes bowling anymore?... me and my friends,who goes bowling anymore?... me and my friends,neutral,0
1020,1020,d681f0dfbc, haha thanks  its for history and its on how the invention of television has influence america lol,haha thanks  its for history and its on how the invention of television has influence america lol,positive,0
1021,1021,9de1831813, Per Taylor Dayne conversation.  It's official I am now jealous of you.,It's official I am now jealous of you,neutral,0
1022,1022,f50ac21b6a,"  it's looking bright, so I think the sun will put in an appearance, and then guess what - lawn wants cutting !!","it's looking bright, so I think the sun will put in an appearance, and then guess what - lawn wants cutting !!",neutral,0
1023,1023,de3833a81d,Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday,lame,negative,0
1024,1024,562deae4f8, goodnight baby loll jk night,goodnight,positive,0
1025,1025,462149c135,Someone stole my new laptop at the airport. haven't even used it. Guess the US economy is breeding a new set of &quot;opportinists&quot;,Someone stole my new laptop at the airport.,negative,0
1026,1026,9dc055169b,http://twitpic.com/4jj43 - Me and Ari,http://twitpic.com/4jj43 - Me and Ari,neutral,0
1027,1027,05ff9b8558,"I don't believe it, my puppy likes brussels sprouts!",likes,positive,0
1028,1028,69ee002874, thanks  ****,thanks,positive,0
1029,1029,411916d697,sitting in the car with my cat. he keeps meowing and i feel so bad,bad,negative,0
1030,1030,aaf73cbd82,Doesnt feel good!  but I cant miss work tomorrow!,Doesnt feel good!,negative,0
1031,1031,76579f6ddd,monday at the school  gosshhh what I've been waiting for,what I've been waiting for,positive,0
1032,1032,9b5db85d83, had  a little family party tonight   hope it rocked,t   hope it rock,positive,0
1033,1033,68a2d75b38," whaatttaatttt! she is a good cook and really creative, silly sierra",good,positive,0
1034,1034,d7eff05eb3," Ooooh, I'm jealous  I might try and get some for the saturday but I have an exam on the monday that Im gonna fail",t I have an exam on the monday that Im gonna fail,negative,0
1035,1035,f33905987f," that was a really good interview to read, really enjoyed it  x",really good interview,positive,0
1036,1036,bd1e4b2ed7, A 25 year old zebra with wind? Lol,A 25 year old zebra with wind? Lol,neutral,0
1037,1037,ae6b58f5a4,_erincharde yea as an afterthought,_erincharde yea as an afterthought,neutral,0
1038,1038,b2125d70cd,: Started using the branch,: Started using the branch,neutral,0
1039,1039,84e8a4ddb6, Yeah *fingers crossed*,Yeah *fingers crossed*,neutral,0
1040,1040,b523effde4, I tried to DM you but your not following me,but your not following me,negative,0
1041,1041,4afeb17b38,"http://twitpic.com/4jcwm - YES, my #ubook Lenovo T400 finally arrived!",finally arrived!,positive,0
1042,1042,00f1209e69,"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on ",mad,negative,0
1043,1043,e5160216a5,ohh my tooth is hurts ohh  im sad it very hurts,im sad it very hurts,negative,0
1044,1044,0fbd961f3d,Got 5 new followers yesterday! Yay  Just need 11 more til 50,Yay,positive,0
1045,1045,26a9709af7," Yeah, it's work. It's been busy all day and I'm tired and hungry.",I'm tired and hungry.,negative,0
1046,1046,0bce49d26c,its about to storm..soo much 4 goin out  ..ill just play on the net for awhile,its about to storm..soo much 4 goin out  ..ill just play on the net for awhile,neutral,0
1047,1047,2315cc70f6,I feel like... I'm not gonna make it this year,I'm not gonna make it this year,negative,0
1048,1048,b451466d97, Soooooo true. I don't dare ask for something like that!,Soooooo true. I don't dare ask for something like that!,neutral,0
1049,1049,c9ac4056b1,Whatever. Workweek's over. Time to go play with new phone. Sim card didn't transfer contacts list,Whatever. Workweek's over. Time to go play with new phone. Sim card didn't transfer contacts list,neutral,0
1050,1050,4a25ffa979,enjoying lazying around eating roses chocolates  x,enjoying lazying around,positive,0
1051,1051,7da2895744,More big hair rock for bank holiday Monday always seems fitting IMO  ? http://blip.fm/~5jfuu,More big hair rock for bank holiday Monday always seems fitting IMO,neutral,0
1052,1052,727f90beb2," I'm sorry, that stinks.","sorry,",negative,0
1053,1053,f0b7a05584," Thanks for the heads up, Ethan. Watching it now",Thanks,positive,0
1054,1054,df8d4f969a,Thinking about opening MacMaze sources as I don't have time to work on it anymore,I don't have time to work on it anymore,negative,0
1055,1055,5bc53562d3,"love is like a war,,easy to begin, hard to end..fiuuhh...","love is like a war,,easy to begin, hard to end..fiuuhh...",neutral,0
1056,1056,e4e1bdbeb0," I'm sorry, Andrew. I wish there was something I could do...","sorry,",negative,0
1057,1057,fcdf7115ee,_Von_Abe  I have no idea!! but all white?? weird!! but not bad,_Von_Abe  I have no idea!! but all white?? weird!! but not bad,neutral,0
1058,1058,4b753f1f38,is celebrating her 21st birthday,is celebrating her 21st birthday,neutral,0
1059,1059,fd8f12280d,happy birthday to ,happy birthday,positive,0
1060,1060,92198986f3,My dad is trying to force me to learn to drive. I don't like doing things I'm not good at in public,I'm not good at in public,negative,0
1061,1061,46f7846558,Gave my mommy her Mother's Day present. Tickets to Aerosmith (her favorite band everr.) Yay for a good reaction.,good,positive,0
1062,1062,505b9964bd,I forgot to charge my cell last night and now it's dead,forgot,negative,0
1063,1063,1b9a62f130, mmmm lauren conrad eeeeep im going to miss the hills,miss,negative,0
1064,1064,a7cf535d88,lip syncing &quot;im so excited&quot; wit blairr then were gonna youtube it,lip syncing &quot;im so excited&quot; wit blairr then were gonna youtube it,neutral,0
1065,1065,fc0291bc62,No free ice cream though,No free ice cream though,negative,0
1066,1066,06fc846ea4,: I know!! Im so excited. We cant go earlierrr than the afternoon?  I love you tooz &lt;3,Im so excited. We cant go earlierrr than the afternoon?  I love you tooz,positive,0
1067,1067,b756279ff8,The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI,saved,positive,0
1068,1068,788496c38f,With matt.,With matt.,neutral,0
1069,1069,08f8640e51,first trip home since diwali. But before that a couple of days in saddi dilli,first trip home since diwali. But before that a couple of days in saddi dilli,neutral,0
1070,1070,d9e249144e,So its Superstar Sunday?  is one superstar I know   #sunday,So its Superstar Sunday?  is one superstar I know   #sunda,neutral,0
1071,1071,6089840781," I'm good, thanks.  Hope you're enjoying the weekend!","good,",positive,0
1072,1072,8f4e7ea1da,Nighty night Twits! Tty in the morning...,Nighty night Twits! Tty in the morning...,neutral,0
